Full Name,Short Name,Date,Sell Price,Buy Price,Number of Purchases,Number of Sales
Polkadot,DOT,2020-07-03 10:35:47.337197,47354.28,45431.28,473,197
Binance Coin,BNB,2020-07-03 10:35:47.337197,54071.87,52250.67,202,796
Dogecoin,DOGE,2020-07-03 10:35:47.337197,12691.41,12139.99,493,700
Bitcoin,BTC,2020-07-04 10:35:47.337197,24520.08,23886.93,167,705
Ethereum,ETH,2020-07-04 10:35:47.337197,90005.74,88827.01,213,421
Ripple,XRP,2020-07-04 10:35:47.337197,15482.68,15294.55,775,137
Litecoin,LTC,2020-07-04 10:35:47.337197,37951.71,37304.54,643,102
Cardano,ADA,2020-07-04 10:35:47.337197,29721.31,28949.79,742,184
Polkadot,DOT,2020-07-04 10:35:47.337197,23798.27,22783.63,382,426
Binance Coin,BNB,2020-07-04 10:35:47.337197,9652.15,9480.83,527,624
Dogecoin,DOGE,2020-07-04 10:35:47.337197,6123.42,5876.9,607,475
Bitcoin,BTC,2020-07-05 10:35:47.337197,97728.04,93108.43,763,125
Ethereum,ETH,2020-07-05 10:35:47.337197,113247.33,111181.35,658,571
Ripple,XRP,2020-07-05 10:35:47.337197,35870.96,34993.69,241,616
Litecoin,LTC,2020-07-05 10:35:47.337197,7265.34,7147.25,898,735
Cardano,ADA,2020-07-05 10:35:47.337197,66622.12,64767.17,626,305
Polkadot,DOT,2020-07-05 10:35:47.337197,49331.57,48101.99,275,861
Binance Coin,BNB,2020-07-05 10:35:47.337197,65571.87,62855.71,909,842
Dogecoin,DOGE,2020-07-05 10:35:47.337197,26634.09,25972.84,334,817
Bitcoin,BTC,2020-07-06 10:35:47.337197,54716.46,53184.53,178,649
Ethereum,ETH,2020-07-06 10:35:47.337197,63026.65,60481.6,613,524
Ripple,XRP,2020-07-06 10:35:47.337197,10840.96,10710.54,693,137
Litecoin,LTC,2020-07-06 10:35:47.337197,28513.59,27757.1,565,809
Cardano,ADA,2020-07-06 10:35:47.337197,79228.66,77305.97,849,475
Polkadot,DOT,2020-07-06 10:35:47.337197,112181.98,108065.31,660,791
Binance Coin,BNB,2020-07-06 10:35:47.337197,23096.75,22406.35,217,84
Dogecoin,DOGE,2020-07-06 10:35:47.337197,35008.58,33334.24,624,850
Bitcoin,BTC,2020-07-07 10:35:47.337197,58814.14,56360.92,925,182
Ethereum,ETH,2020-07-07 10:35:47.337197,24218.89,23893.65,544,381
Ripple,XRP,2020-07-07 10:35:47.337197,41764.51,40253.77,268,300
Litecoin,LTC,2020-07-07 10:35:47.337197,37417.86,37020.79,171,736
Cardano,ADA,2020-07-07 10:35:47.337197,11507.67,11278.05,727,219
Polkadot,DOT,2020-07-07 10:35:47.337197,76653.73,75806.97,493,320
Binance Coin,BNB,2020-07-07 10:35:47.337197,35886.26,35097.95,407,391
Dogecoin,DOGE,2020-07-07 10:35:47.337197,37520.84,36725.57,971,588
Bitcoin,BTC,2020-07-08 10:35:47.337197,56748.18,53941.17,658,655
Ethereum,ETH,2020-07-08 10:35:47.337197,48948.15,46604.15,363,674
Ripple,XRP,2020-07-08 10:35:47.337197,12642.53,12439.19,652,880
Litecoin,LTC,2020-07-08 10:35:47.337197,51045.14,50429.36,772,305
Cardano,ADA,2020-07-08 10:35:47.337197,42370.34,40771.05,665,343
Polkadot,DOT,2020-07-08 10:35:47.337197,76506.91,74450.55,444,515
Binance Coin,BNB,2020-07-08 10:35:47.337197,17879.51,17472.68,161,249
Dogecoin,DOGE,2020-07-08 10:35:47.337197,74639.52,71285.98,565,117
Bitcoin,BTC,2020-07-09 10:35:47.337197,36490.59,35787.58,954,96
Ethereum,ETH,2020-07-09 10:35:47.337197,20537.02,20187.78,890,367
Ripple,XRP,2020-07-09 10:35:47.337197,45004.96,43504.79,988,396
Litecoin,LTC,2020-07-09 10:35:47.337197,59717.76,56962.14,965,559
Cardano,ADA,2020-07-09 10:35:47.337197,68206.76,65424.01,900,154
Polkadot,DOT,2020-07-09 10:35:47.337197,926.3,898.81,443,550
Binance Coin,BNB,2020-07-09 10:35:47.337197,3988.87,3820.05,680,125
Dogecoin,DOGE,2020-07-09 10:35:47.337197,12913.72,12368.25,672,206
Bitcoin,BTC,2020-07-10 10:35:47.337197,412.09,404.56,855,68
Ethereum,ETH,2020-07-10 10:35:47.337197,57216.2,55028.55,640,590
Ripple,XRP,2020-07-10 10:35:47.337197,59067.67,57538.68,964,877
Litecoin,LTC,2020-07-10 10:35:47.337197,44353.55,43832.63,226,135
Cardano,ADA,2020-07-10 10:35:47.337197,19404.99,18957.63,229,122
Polkadot,DOT,2020-07-10 10:35:47.337197,71072.8,70268.24,976,525
Binance Coin,BNB,2020-07-10 10:35:47.337197,16376.16,15771.45,871,395
Dogecoin,DOGE,2020-07-10 10:35:47.337197,88603.87,85014.93,960,784
Bitcoin,BTC,2020-07-11 10:35:47.337197,8723.56,8425.0,162,284
Ethereum,ETH,2020-07-11 10:35:47.337197,4823.31,4729.53,900,619
Ripple,XRP,2020-07-11 10:35:47.337197,40996.33,39944.1,515,805
Litecoin,LTC,2020-07-11 10:35:47.337197,4867.88,4789.01,675,866
Cardano,ADA,2020-07-11 10:35:47.337197,1091.92,1075.03,612,623
Polkadot,DOT,2020-07-11 10:35:47.337197,18396.35,17762.95,732,272
Binance Coin,BNB,2020-07-11 10:35:47.337197,36443.27,36060.66,762,317
Dogecoin,DOGE,2020-07-11 10:35:47.337197,8189.86,7813.27,249,280
Bitcoin,BTC,2020-07-12 10:35:47.337197,20773.13,20484.93,487,145
Ethereum,ETH,2020-07-12 10:35:47.337197,7682.48,7488.33,368,836
Ripple,XRP,2020-07-12 10:35:47.337197,38881.43,37223.17,154,564
Litecoin,LTC,2020-07-12 10:35:47.337197,77513.82,73996.46,482,575
Cardano,ADA,2020-07-12 10:35:47.337197,47516.07,46627.34,840,401
Polkadot,DOT,2020-07-12 10:35:47.337197,25240.04,24948.77,349,132
Binance Coin,BNB,2020-07-12 10:35:47.337197,55112.39,54259.93,381,221
Dogecoin,DOGE,2020-07-12 10:35:47.337197,4395.67,4292.11,894,779
Bitcoin,BTC,2020-07-13 10:35:47.337197,74673.93,72704.82,201,147
Ethereum,ETH,2020-07-13 10:35:47.337197,106452.02,104446.68,948,439
Ripple,XRP,2020-07-13 10:35:47.337197,19686.79,19317.15,245,415
Litecoin,LTC,2020-07-13 10:35:47.337197,40307.27,38964.44,622,307
Cardano,ADA,2020-07-13 10:35:47.337197,22664.87,22365.76,968,244
Polkadot,DOT,2020-07-13 10:35:47.337197,34767.1,33973.42,801,295
Binance Coin,BNB,2020-07-13 10:35:47.337197,22561.64,21826.45,800,234
Dogecoin,DOGE,2020-07-13 10:35:47.337197,2013.73,1958.35,427,464
Bitcoin,BTC,2020-07-14 10:35:47.337197,68976.75,66814.45,637,141
Ethereum,ETH,2020-07-14 10:35:47.337197,50665.44,48243.98,393,255
Ripple,XRP,2020-07-14 10:35:47.337197,33370.37,32840.18,113,65
Litecoin,LTC,2020-07-14 10:35:47.337197,29960.15,29011.64,307,567
Cardano,ADA,2020-07-14 10:35:47.337197,2431.49,2319.68,944,676
Polkadot,DOT,2020-07-14 10:35:47.337197,51518.41,49551.78,628,184
Binance Coin,BNB,2020-07-14 10:35:47.337197,57181.22,56402.61,130,377
Dogecoin,DOGE,2020-07-14 10:35:47.337197,39686.94,38549.51,595,50
Bitcoin,BTC,2020-07-15 10:35:47.337197,34090.61,33240.98,208,759
Ethereum,ETH,2020-07-15 10:35:47.337197,9964.42,9634.72,897,687
Ripple,XRP,2020-07-15 10:35:47.337197,17940.8,17093.72,736,211
Litecoin,LTC,2020-07-15 10:35:47.337197,42286.5,40630.08,970,78
Cardano,ADA,2020-07-15 10:35:47.337197,29289.81,28679.66,732,802
Polkadot,DOT,2020-07-15 10:35:47.337197,60057.05,58696.91,464,628
Binance Coin,BNB,2020-07-15 10:35:47.337197,54604.01,52189.33,955,62
Dogecoin,DOGE,2020-07-15 10:35:47.337197,66300.51,64594.38,825,602
Bitcoin,BTC,2020-07-16 10:35:47.337197,40934.83,39673.03,321,194
Ethereum,ETH,2020-07-16 10:35:47.337197,7710.63,7491.37,378,833
Ripple,XRP,2020-07-16 10:35:47.337197,6719.32,6566.28,840,670
Litecoin,LTC,2020-07-16 10:35:47.337197,35902.38,35298.85,779,762
Cardano,ADA,2020-07-16 10:35:47.337197,25141.74,24488.09,229,861
Polkadot,DOT,2020-07-16 10:35:47.337197,35202.69,33521.65,851,644
Binance Coin,BNB,2020-07-16 10:35:47.337197,12094.55,11937.8,533,681
Dogecoin,DOGE,2020-07-16 10:35:47.337197,21340.74,20423.31,423,50
Bitcoin,BTC,2020-07-17 10:35:47.337197,24454.42,24104.69,245,491
Ethereum,ETH,2020-07-17 10:35:47.337197,101156.98,98725.41,159,92
Ripple,XRP,2020-07-17 10:35:47.337197,56362.92,55674.28,710,725
Litecoin,LTC,2020-07-17 10:35:47.337197,33820.33,32138.04,471,422
Cardano,ADA,2020-07-17 10:35:47.337197,36280.93,35001.08,284,331
Polkadot,DOT,2020-07-17 10:35:47.337197,44661.58,43359.2,182,387
Binance Coin,BNB,2020-07-17 10:35:47.337197,37087.85,35891.47,713,249
Dogecoin,DOGE,2020-07-17 10:35:47.337197,18657.0,18107.1,435,872
Bitcoin,BTC,2020-07-18 10:35:47.337197,40792.37,39356.51,551,418
Ethereum,ETH,2020-07-18 10:35:47.337197,57631.33,55751.97,740,427
Ripple,XRP,2020-07-18 10:35:47.337197,2472.85,2422.13,707,332
Litecoin,LTC,2020-07-18 10:35:47.337197,26474.02,25941.82,352,170
Cardano,ADA,2020-07-18 10:35:47.337197,68640.62,66797.69,657,114
Polkadot,DOT,2020-07-18 10:35:47.337197,68975.22,65738.75,663,483
Binance Coin,BNB,2020-07-18 10:35:47.337197,46918.95,44914.9,626,174
Dogecoin,DOGE,2020-07-18 10:35:47.337197,87985.65,85681.21,596,668
Bitcoin,BTC,2020-07-19 10:35:47.337197,11580.07,11299.28,333,658
Ethereum,ETH,2020-07-19 10:35:47.337197,12157.48,11715.85,912,191
Ripple,XRP,2020-07-19 10:35:47.337197,94041.81,92509.84,517,129
Litecoin,LTC,2020-07-19 10:35:47.337197,60881.17,59415.18,886,124
Cardano,ADA,2020-07-19 10:35:47.337197,19683.97,18941.11,274,280
Polkadot,DOT,2020-07-19 10:35:47.337197,74936.03,71705.84,427,70
Binance Coin,BNB,2020-07-19 10:35:47.337197,49121.2,48536.89,922,698
Dogecoin,DOGE,2020-07-19 10:35:47.337197,38332.58,36794.89,125,828
Bitcoin,BTC,2020-07-20 10:35:47.337197,81396.76,79612.09,468,733
Ethereum,ETH,2020-07-20 10:35:47.337197,3738.43,3614.55,910,542
Ripple,XRP,2020-07-20 10:35:47.337197,44715.81,43903.27,450,59
Litecoin,LTC,2020-07-20 10:35:47.337197,27454.68,26651.75,717,756
Cardano,ADA,2020-07-20 10:35:47.337197,19112.51,18598.53,459,295
Polkadot,DOT,2020-07-20 10:35:47.337197,36178.32,34405.16,687,842
Binance Coin,BNB,2020-07-20 10:35:47.337197,33384.43,32264.53,314,188
Dogecoin,DOGE,2020-07-20 10:35:47.337197,59771.17,58473.22,755,77
Bitcoin,BTC,2020-07-21 10:35:47.337197,105788.19,102639.04,143,320
Ethereum,ETH,2020-07-21 10:35:47.337197,4375.55,4286.07,856,820
Ripple,XRP,2020-07-21 10:35:47.337197,27473.13,27134.05,343,295
Litecoin,LTC,2020-07-21 10:35:47.337197,29154.52,27846.84,396,480
Cardano,ADA,2020-07-21 10:35:47.337197,7565.81,7244.09,844,188
Polkadot,DOT,2020-07-21 10:35:47.337197,24430.38,23559.22,817,423
Binance Coin,BNB,2020-07-21 10:35:47.337197,100272.76,97279.09,497,144
Dogecoin,DOGE,2020-07-21 10:35:47.337197,28446.41,28110.33,192,449
Bitcoin,BTC,2020-07-22 10:35:47.337197,82349.94,80668.77,547,825
Ethereum,ETH,2020-07-22 10:35:47.337197,67027.58,64243.64,123,430
Ripple,XRP,2020-07-22 10:35:47.337197,8748.2,8584.58,746,768
Litecoin,LTC,2020-07-22 10:35:47.337197,64337.17,61627.01,442,417
Cardano,ADA,2020-07-22 10:35:47.337197,1535.91,1482.54,537,818
Polkadot,DOT,2020-07-22 10:35:47.337197,13722.26,13292.34,152,373
Binance Coin,BNB,2020-07-22 10:35:47.337197,55861.0,53951.83,443,891
Dogecoin,DOGE,2020-07-22 10:35:47.337197,35389.28,34833.32,619,638
Bitcoin,BTC,2020-07-23 10:35:47.337197,13772.43,13160.27,280,539
Ethereum,ETH,2020-07-23 10:35:47.337197,73906.86,70744.52,154,521
Ripple,XRP,2020-07-23 10:35:47.337197,47928.56,47073.24,248,626
Litecoin,LTC,2020-07-23 10:35:47.337197,70221.36,68094.56,560,335
Cardano,ADA,2020-07-23 10:35:47.337197,36555.22,35087.37,275,479
Polkadot,DOT,2020-07-23 10:35:47.337197,17086.2,16584.74,854,525
Binance Coin,BNB,2020-07-23 10:35:47.337197,27410.05,27043.64,785,472
Dogecoin,DOGE,2020-07-23 10:35:47.337197,970.43,938.99,695,885
Bitcoin,BTC,2020-07-24 10:35:47.337197,22725.45,22143.22,442,268
Ethereum,ETH,2020-07-24 10:35:47.337197,55792.46,53625.09,655,860
Ripple,XRP,2020-07-24 10:35:47.337197,71407.51,69542.12,382,247
Litecoin,LTC,2020-07-24 10:35:47.337197,87142.5,83947.69,409,874
Cardano,ADA,2020-07-24 10:35:47.337197,9501.41,9054.63,820,843
Polkadot,DOT,2020-07-24 10:35:47.337197,60956.36,58255.0,120,283
Binance Coin,BNB,2020-07-24 10:35:47.337197,22078.8,21180.77,648,538
Dogecoin,DOGE,2020-07-24 10:35:47.337197,53082.47,52147.75,890,145
Bitcoin,BTC,2020-07-25 10:35:47.337197,15431.29,15210.21,444,861
Ethereum,ETH,2020-07-25 10:35:47.337197,70166.01,68017.68,143,315
Ripple,XRP,2020-07-25 10:35:47.337197,28192.38,27387.71,253,496
Litecoin,LTC,2020-07-25 10:35:47.337197,28273.04,26893.15,518,662
Cardano,ADA,2020-07-25 10:35:47.337197,54291.64,51766.6,531,324
Polkadot,DOT,2020-07-25 10:35:47.337197,25298.91,24374.13,821,119
Binance Coin,BNB,2020-07-25 10:35:47.337197,27028.71,26240.01,652,762
Dogecoin,DOGE,2020-07-25 10:35:47.337197,23587.29,22589.82,878,504
Bitcoin,BTC,2020-07-26 10:35:47.337197,58216.53,55585.52,686,374
Ethereum,ETH,2020-07-26 10:35:47.337197,992.08,967.01,310,200
Ripple,XRP,2020-07-26 10:35:47.337197,39705.75,38549.64,452,840
Litecoin,LTC,2020-07-26 10:35:47.337197,60808.81,58446.15,796,656
Cardano,ADA,2020-07-26 10:35:47.337197,36007.89,34578.72,918,140
Polkadot,DOT,2020-07-26 10:35:47.337197,29752.77,28568.16,866,317
Binance Coin,BNB,2020-07-26 10:35:47.337197,89936.17,88460.32,466,389
Dogecoin,DOGE,2020-07-26 10:35:47.337197,42541.54,42034.23,774,871
Bitcoin,BTC,2020-07-27 10:35:47.337197,5418.97,5308.37,559,563
Ethereum,ETH,2020-07-27 10:35:47.337197,26692.71,26055.63,494,845
Ripple,XRP,2020-07-27 10:35:47.337197,29642.01,28483.45,957,763
Litecoin,LTC,2020-07-27 10:35:47.337197,36782.51,35403.29,852,443
Cardano,ADA,2020-07-27 10:35:47.337197,73842.69,71919.88,716,318
Polkadot,DOT,2020-07-27 10:35:47.337197,47567.56,45416.18,168,334
Binance Coin,BNB,2020-07-27 10:35:47.337197,1910.77,1815.23,355,561
Dogecoin,DOGE,2020-07-27 10:35:47.337197,45287.56,43662.49,717,431
Bitcoin,BTC,2020-07-28 10:35:47.337197,94424.12,91013.86,768,179
Ethereum,ETH,2020-07-28 10:35:47.337197,49657.22,48666.82,287,549
Ripple,XRP,2020-07-28 10:35:47.337197,83235.36,82351.48,190,124
Litecoin,LTC,2020-07-28 10:35:47.337197,14174.61,13513.76,152,589
Cardano,ADA,2020-07-28 10:35:47.337197,6031.7,5944.78,542,809
Polkadot,DOT,2020-07-28 10:35:47.337197,78450.95,76145.9,650,477
Binance Coin,BNB,2020-07-28 10:35:47.337197,95461.77,93963.42,873,395
Dogecoin,DOGE,2020-07-28 10:35:47.337197,5888.21,5792.11,223,202
Bitcoin,BTC,2020-07-29 10:35:47.337197,40332.06,39013.27,551,575
Ethereum,ETH,2020-07-29 10:35:47.337197,15942.27,15421.05,938,734
Ripple,XRP,2020-07-29 10:35:47.337197,70797.02,67366.44,754,900
Litecoin,LTC,2020-07-29 10:35:47.337197,68209.67,65396.56,543,184
Cardano,ADA,2020-07-29 10:35:47.337197,6339.8,6144.58,272,386
Polkadot,DOT,2020-07-29 10:35:47.337197,42227.21,40147.85,275,141
Binance Coin,BNB,2020-07-29 10:35:47.337197,4410.89,4308.74,966,87
Dogecoin,DOGE,2020-07-29 10:35:47.337197,1896.53,1837.19,420,446
Bitcoin,BTC,2020-07-30 10:35:47.337197,8955.03,8861.78,235,641
Ethereum,ETH,2020-07-30 10:35:47.337197,35243.07,34419.06,513,513
Ripple,XRP,2020-07-30 10:35:47.337197,59335.35,57723.68,328,321
Litecoin,LTC,2020-07-30 10:35:47.337197,103804.41,102517.03,952,446
Cardano,ADA,2020-07-30 10:35:47.337197,12459.99,11846.9,259,780
Polkadot,DOT,2020-07-30 10:35:47.337197,451.66,435.86,864,126
Binance Coin,BNB,2020-07-30 10:35:47.337197,96967.15,94332.59,914,792
Dogecoin,DOGE,2020-07-30 10:35:47.337197,71442.36,69220.92,577,790
Bitcoin,BTC,2020-07-31 10:35:47.337197,30540.84,30175.11,645,514
Ethereum,ETH,2020-07-31 10:35:47.337197,102624.69,99911.11,733,850
Ripple,XRP,2020-07-31 10:35:47.337197,33417.93,32590.77,201,774
Litecoin,LTC,2020-07-31 10:35:47.337197,46717.25,45945.56,146,255
Cardano,ADA,2020-07-31 10:35:47.337197,33343.76,32457.38,938,293
Polkadot,DOT,2020-07-31 10:35:47.337197,36759.03,35654.77,709,339
Binance Coin,BNB,2020-07-31 10:35:47.337197,64505.43,61742.86,694,234
Dogecoin,DOGE,2020-07-31 10:35:47.337197,6385.73,6071.78,780,329
Bitcoin,BTC,2020-08-01 10:35:47.337197,86278.7,83622.59,828,263
Ethereum,ETH,2020-08-01 10:35:47.337197,47534.38,45328.89,259,889
Ripple,XRP,2020-08-01 10:35:47.337197,29947.28,29532.45,786,353
Litecoin,LTC,2020-08-01 10:35:47.337197,14476.49,14043.48,904,739
Cardano,ADA,2020-08-01 10:35:47.337197,17640.46,17082.84,371,586
Polkadot,DOT,2020-08-01 10:35:47.337197,83323.39,79781.99,256,552
Binance Coin,BNB,2020-08-01 10:35:47.337197,27904.89,26687.3,348,475
Dogecoin,DOGE,2020-08-01 10:35:47.337197,111597.78,107349.18,437,596
Bitcoin,BTC,2020-08-02 10:35:47.337197,11615.85,11408.56,416,428
Ethereum,ETH,2020-08-02 10:35:47.337197,7138.85,6885.73,437,642
Ripple,XRP,2020-08-02 10:35:47.337197,48927.94,46757.44,413,564
Litecoin,LTC,2020-08-02 10:35:47.337197,21711.73,21404.61,103,646
Cardano,ADA,2020-08-02 10:35:47.337197,17097.19,16334.77,702,883
Polkadot,DOT,2020-08-02 10:35:47.337197,2986.19,2837.99,272,412
Binance Coin,BNB,2020-08-02 10:35:47.337197,48789.92,46935.84,637,603
Dogecoin,DOGE,2020-08-02 10:35:47.337197,19236.61,18954.77,465,318
Bitcoin,BTC,2020-08-03 10:35:47.337197,15203.9,14956.85,480,701
Ethereum,ETH,2020-08-03 10:35:47.337197,29724.26,29173.61,296,633
Ripple,XRP,2020-08-03 10:35:47.337197,35294.63,34752.21,362,326
Litecoin,LTC,2020-08-03 10:35:47.337197,52241.35,51548.45,744,151
Cardano,ADA,2020-08-03 10:35:47.337197,46303.21,44844.72,212,364
Polkadot,DOT,2020-08-03 10:35:47.337197,51265.66,48781.06,496,73
Binance Coin,BNB,2020-08-03 10:35:47.337197,49994.06,48419.1,380,608
Dogecoin,DOGE,2020-08-03 10:35:47.337197,77891.3,74409.03,695,545
Bitcoin,BTC,2020-08-04 10:35:47.337197,38728.55,36867.48,868,108
Ethereum,ETH,2020-08-04 10:35:47.337197,46752.34,45207.89,723,485
Ripple,XRP,2020-08-04 10:35:47.337197,12626.94,12425.57,897,198
Litecoin,LTC,2020-08-04 10:35:47.337197,12211.56,11945.62,265,596
Cardano,ADA,2020-08-04 10:35:47.337197,56710.48,54340.87,661,217
Polkadot,DOT,2020-08-04 10:35:47.337197,65917.04,65080.14,845,836
Binance Coin,BNB,2020-08-04 10:35:47.337197,21198.85,20969.55,318,633
Dogecoin,DOGE,2020-08-04 10:35:47.337197,52601.01,50342.5,494,280
Bitcoin,BTC,2020-08-05 10:35:47.337197,46618.91,45910.23,665,451
Ethereum,ETH,2020-08-05 10:35:47.337197,32873.59,31656.91,194,299
Ripple,XRP,2020-08-05 10:35:47.337197,10181.89,9750.47,709,665
Litecoin,LTC,2020-08-05 10:35:47.337197,36068.04,34942.68,149,523
Cardano,ADA,2020-08-05 10:35:47.337197,15392.1,15088.95,901,577
Polkadot,DOT,2020-08-05 10:35:47.337197,19819.37,19582.19,939,862
Binance Coin,BNB,2020-08-05 10:35:47.337197,6330.67,6250.55,900,648
Dogecoin,DOGE,2020-08-05 10:35:47.337197,53951.58,51747.92,825,367
Bitcoin,BTC,2020-08-06 10:35:47.337197,28230.56,27635.07,988,295
Ethereum,ETH,2020-08-06 10:35:47.337197,119.25,114.63,680,393
Ripple,XRP,2020-08-06 10:35:47.337197,104321.46,103266.77,308,442
Litecoin,LTC,2020-08-06 10:35:47.337197,30250.41,29752.0,537,589
Cardano,ADA,2020-08-06 10:35:47.337197,105543.15,100399.39,713,159
Polkadot,DOT,2020-08-06 10:35:47.337197,19781.81,19262.24,271,64
Binance Coin,BNB,2020-08-06 10:35:47.337197,56634.72,54109.68,665,166
Dogecoin,DOGE,2020-08-06 10:35:47.337197,37037.92,35730.72,651,187
Bitcoin,BTC,2020-08-07 10:35:47.337197,76320.17,74798.65,252,689
Ethereum,ETH,2020-08-07 10:35:47.337197,17111.62,16351.51,248,132
Ripple,XRP,2020-08-07 10:35:47.337197,20462.4,19668.63,517,554
Litecoin,LTC,2020-08-07 10:35:47.337197,51559.93,50509.91,371,96
Cardano,ADA,2020-08-07 10:35:47.337197,14668.87,13952.11,629,96
Polkadot,DOT,2020-08-07 10:35:47.337197,12555.32,12170.34,944,426
Binance Coin,BNB,2020-08-07 10:35:47.337197,96051.8,92158.2,424,163
Dogecoin,DOGE,2020-08-07 10:35:47.337197,36407.48,35982.76,537,331
Bitcoin,BTC,2020-08-08 10:35:47.337197,34467.39,33251.73,299,516
Ethereum,ETH,2020-08-08 10:35:47.337197,64550.69,61464.97,503,414
Ripple,XRP,2020-08-08 10:35:47.337197,62090.5,60309.77,588,452
Litecoin,LTC,2020-08-08 10:35:47.337197,43353.68,42337.1,380,200
Cardano,ADA,2020-08-08 10:35:47.337197,1998.5,1944.25,813,481
Polkadot,DOT,2020-08-08 10:35:47.337197,16372.25,15739.16,627,411
Binance Coin,BNB,2020-08-08 10:35:47.337197,32500.84,31625.63,393,857
Dogecoin,DOGE,2020-08-08 10:35:47.337197,7791.41,7561.62,145,362
Bitcoin,BTC,2020-08-09 10:35:47.337197,52960.95,50614.97,450,118
Ethereum,ETH,2020-08-09 10:35:47.337197,70923.19,69483.55,807,315
Ripple,XRP,2020-08-09 10:35:47.337197,19769.66,19025.42,497,865
Litecoin,LTC,2020-08-09 10:35:47.337197,29515.98,28457.17,356,434
Cardano,ADA,2020-08-09 10:35:47.337197,31471.21,30791.41,940,438
Polkadot,DOT,2020-08-09 10:35:47.337197,116817.44,114437.6,190,168
Binance Coin,BNB,2020-08-09 10:35:47.337197,44624.13,43907.4,969,501
Dogecoin,DOGE,2020-08-09 10:35:47.337197,53524.46,51455.08,103,535
Bitcoin,BTC,2020-08-10 10:35:47.337197,94544.85,93320.15,314,688
Ethereum,ETH,2020-08-10 10:35:47.337197,59803.7,56987.3,767,347
Ripple,XRP,2020-08-10 10:35:47.337197,45351.56,43372.13,978,516
Litecoin,LTC,2020-08-10 10:35:47.337197,28470.84,27219.71,460,121
Cardano,ADA,2020-08-10 10:35:47.337197,31218.24,30496.09,363,814
Polkadot,DOT,2020-08-10 10:35:47.337197,65528.09,63635.61,754,754
Binance Coin,BNB,2020-08-10 10:35:47.337197,27873.5,26979.93,300,68
Dogecoin,DOGE,2020-08-10 10:35:47.337197,53469.13,52622.96,302,82
Bitcoin,BTC,2020-08-11 10:35:47.337197,59828.69,59138.6,306,868
Ethereum,ETH,2020-08-11 10:35:47.337197,30909.16,30187.8,138,639
Ripple,XRP,2020-08-11 10:35:47.337197,5199.98,4984.94,600,444
Litecoin,LTC,2020-08-11 10:35:47.337197,19000.66,18328.77,993,439
Cardano,ADA,2020-08-11 10:35:47.337197,88373.36,86340.14,922,900
Polkadot,DOT,2020-08-11 10:35:47.337197,70044.47,68736.13,110,748
Binance Coin,BNB,2020-08-11 10:35:47.337197,20675.12,20009.01,919,846
Dogecoin,DOGE,2020-08-11 10:35:47.337197,11573.65,11046.64,506,133
Bitcoin,BTC,2020-08-12 10:35:47.337197,6306.26,6084.96,787,506
Ethereum,ETH,2020-08-12 10:35:47.337197,9801.2,9448.74,445,66
Ripple,XRP,2020-08-12 10:35:47.337197,105436.93,103671.67,660,854
Litecoin,LTC,2020-08-12 10:35:47.337197,99032.93,95712.64,634,608
Cardano,ADA,2020-08-12 10:35:47.337197,47958.34,47229.99,259,816
Polkadot,DOT,2020-08-12 10:35:47.337197,56015.23,54576.13,906,611
Binance Coin,BNB,2020-08-12 10:35:47.337197,4608.79,4412.76,687,581
Dogecoin,DOGE,2020-08-12 10:35:47.337197,31947.19,30405.47,906,257
Bitcoin,BTC,2020-08-13 10:35:47.337197,39248.31,37422.8,924,497
Ethereum,ETH,2020-08-13 10:35:47.337197,38616.45,38101.06,409,561
Ripple,XRP,2020-08-13 10:35:47.337197,27157.99,26111.42,556,647
Litecoin,LTC,2020-08-13 10:35:47.337197,29421.13,28067.36,648,825
Cardano,ADA,2020-08-13 10:35:47.337197,12732.68,12472.03,700,126
Polkadot,DOT,2020-08-13 10:35:47.337197,52662.9,50238.03,787,563
Binance Coin,BNB,2020-08-13 10:35:47.337197,74559.54,72659.75,974,565
Dogecoin,DOGE,2020-08-13 10:35:47.337197,24873.11,24252.3,126,150
Bitcoin,BTC,2020-08-14 10:35:47.337197,5002.92,4761.38,578,812
Ethereum,ETH,2020-08-14 10:35:47.337197,30147.32,29212.87,595,345
Ripple,XRP,2020-08-14 10:35:47.337197,53639.78,52227.15,372,257
Litecoin,LTC,2020-08-14 10:35:47.337197,32463.93,31319.34,871,143
Cardano,ADA,2020-08-14 10:35:47.337197,22484.83,21944.27,219,745
Polkadot,DOT,2020-08-14 10:35:47.337197,14855.34,14491.89,623,373
Binance Coin,BNB,2020-08-14 10:35:47.337197,60962.69,59569.42,555,757
Dogecoin,DOGE,2020-08-14 10:35:47.337197,10895.33,10713.11,453,531
Bitcoin,BTC,2020-08-15 10:35:47.337197,73715.36,70826.56,951,393
Ethereum,ETH,2020-08-15 10:35:47.337197,14188.4,13978.55,316,778
Ripple,XRP,2020-08-15 10:35:47.337197,55776.61,53102.42,690,668
Litecoin,LTC,2020-08-15 10:35:47.337197,54301.5,52049.34,931,566
Cardano,ADA,2020-08-15 10:35:47.337197,39897.52,38502.14,726,264
Polkadot,DOT,2020-08-15 10:35:47.337197,57998.51,57320.81,246,58
Binance Coin,BNB,2020-08-15 10:35:47.337197,81206.08,78721.04,224,556
Dogecoin,DOGE,2020-08-15 10:35:47.337197,59899.15,58930.2,345,617
